ZICDFULLID,ICD_GROUP,ICD_GROUP_DESC,ZICD3CHARID,ICD3CHAR_DESC,SHORTDESC
X805,X60-X84,"Intentional self-harm
",X80,Intentional self-harm by jumping from a high place,Trade and service area
X806,X60-X84,"Intentional self-harm
",X80,Intentional self-harm by jumping from a high place,Industrial and construction area
X807,X60-X84,"Intentional self-harm
",X80,Intentional self-harm by jumping from a high place,Farm
X808,X60-X84,"Intentional self-harm
",X80,Intentional self-harm by jumping from a high place,Other specified place
X809,X60-X84,"Intentional self-harm
",X80,Intentional self-harm by jumping from a high place,Unspecified place
X81,X60-X84,"Intentional self-harm
",X81,Intentional self-harm by jumping or lying before moving object,Intentional self-harm by jumping or lying before moving object
X810,X60-X84,"Intentional self-harm
",X81,Intentional self-harm by jumping or lying before moving object,Home
X811,X60-X84,"Intentional self-harm
",X81,Intentional self-harm by jumping or lying before moving object,Residential institution
X812,X60-X84,"Intentional self-harm
",X81,Intentional self-harm by jumping or lying before moving object,"School, other institution and public administrative area"
X813,X60-X84,"Intentional self-harm
",X81,Intentional self-harm by jumping or lying before moving object,Sports and athletics area
X814,X60-X84,"Intentional self-harm
",X81,Intentional self-harm by jumping or lying before moving object,Street and highway
X815,X60-X84,"Intentional self-harm
",X81,Intentional self-harm by jumping or lying before moving object,Trade and service area
X816,X60-X84,"Intentional self-harm
",X81,Intentional self-harm by jumping or lying before moving object,Industrial and construction area
X817,X60-X84,"Intentional self-harm
",X81,Intentional self-harm by jumping or lying before moving object,Farm
X818,X60-X84,"Intentional self-harm
",X81,Intentional self-harm by jumping or lying before moving object,Other specified place
X819,X60-X84,"Intentional self-harm
",X81,Intentional self-harm by jumping or lying before moving object,Unspecified place
X82,X60-X84,"Intentional self-harm
",X82,Intentional self-harm by crashing of motor vehicle,Intentional self-harm by crashing of motor vehicle
X820,X60-X84,"Intentional self-harm
",X82,Intentional self-harm by crashing of motor vehicle,Home
X821,X60-X84,"Intentional self-harm
",X82,Intentional self-harm by crashing of motor vehicle,Residential institution
X822,X60-X84,"Intentional self-harm
",X82,Intentional self-harm by crashing of motor vehicle,"School, other institution and public administrative area"
X823,X60-X84,"Intentional self-harm
",X82,Intentional self-harm by crashing of motor vehicle,Sports and athletics area
X824,X60-X84,"Intentional self-harm
",X82,Intentional self-harm by crashing of motor vehicle,Street and highway
X825,X60-X84,"Intentional self-harm
",X82,Intentional self-harm by crashing of motor vehicle,Trade and service area
X826,X60-X84,"Intentional self-harm
",X82,Intentional self-harm by crashing of motor vehicle,Industrial and construction area
X827,X60-X84,"Intentional self-harm
",X82,Intentional self-harm by crashing of motor vehicle,Farm
X828,X60-X84,"Intentional self-harm
",X82,Intentional self-harm by crashing of motor vehicle,Other specified place
X829,X60-X84,"Intentional self-harm
",X82,Intentional self-harm by crashing of motor vehicle,Unspecified place
X83,X60-X84,"Intentional self-harm
",X83,Intentional self-harm by other specified means,Intentional self-harm by other specified means
X830,X60-X84,"Intentional self-harm
",X83,Intentional self-harm by other specified means,Home
X831,X60-X84,"Intentional self-harm
",X83,Intentional self-harm by other specified means,Residential institution
X832,X60-X84,"Intentional self-harm
",X83,Intentional self-harm by other specified means,"School, other institution and public administrative area"
X833,X60-X84,"Intentional self-harm
",X83,Intentional self-harm by other specified means,Sports and athletics area
X834,X60-X84,"Intentional self-harm
",X83,Intentional self-harm by other specified means,Street and highway
X835,X60-X84,"Intentional self-harm
",X83,Intentional self-harm by other specified means,Trade and service area
X836,X60-X84,"Intentional self-harm
",X83,Intentional self-harm by other specified means,Industrial and construction area
X837,X60-X84,"Intentional self-harm
",X83,Intentional self-harm by other specified means,Farm
X838,X60-X84,"Intentional self-harm
",X83,Intentional self-harm by other specified means,Other specified place
X839,X60-X84,"Intentional self-harm
",X83,Intentional self-harm by other specified means,Unspecified place
X84,X60-X84,"Intentional self-harm
",X84,Intentional self-harm by unspecified means,Intentional self-harm by unspecified means
X840,X60-X84,"Intentional self-harm
",X84,Intentional self-harm by unspecified means,Home
X841,X60-X84,"Intentional self-harm
",X84,Intentional self-harm by unspecified means,Residential institution
X842,X60-X84,"Intentional self-harm
",X84,Intentional self-harm by unspecified means,"School, other institution and public administrative area"
X843,X60-X84,"Intentional self-harm
",X84,Intentional self-harm by unspecified means,Sports and athletics area
X844,X60-X84,"Intentional self-harm
",X84,Intentional self-harm by unspecified means,Street and highway
X845,X60-X84,"Intentional self-harm
",X84,Intentional self-harm by unspecified means,Trade and service area
X846,X60-X84,"Intentional self-harm
",X84,Intentional self-harm by unspecified means,Industrial and construction area
X847,X60-X84,"Intentional self-harm
",X84,Intentional self-harm by unspecified means,Farm
X848,X60-X84,"Intentional self-harm
",X84,Intentional self-harm by unspecified means,Other specified place
X849,X60-X84,"Intentional self-harm
",X84,Intentional self-harm by unspecified means,Unspecified place
X85,X85-Y09,"Assault
",X85,"Assault by drugs, medicaments and biological substances","Assault by drugs, medicaments and biological substances"
X850,X85-Y09,"Assault
",X85,"Assault by drugs, medicaments and biological substances",Home
X851,X85-Y09,"Assault
",X85,"Assault by drugs, medicaments and biological substances",Residential institution
X852,X85-Y09,"Assault
",X85,"Assault by drugs, medicaments and biological substances","School, other institution and public administrative area"
X853,X85-Y09,"Assault
",X85,"Assault by drugs, medicaments and biological substances",Sports and athletics area
X854,X85-Y09,"Assault
",X85,"Assault by drugs, medicaments and biological substances",Street and highway
X855,X85-Y09,"Assault
",X85,"Assault by drugs, medicaments and biological substances",Trade and service area
X856,X85-Y09,"Assault
",X85,"Assault by drugs, medicaments and biological substances",Industrial and construction area
X857,X85-Y09,"Assault
",X85,"Assault by drugs, medicaments and biological substances",Farm
X858,X85-Y09,"Assault
",X85,"Assault by drugs, medicaments and biological substances",Other specified place
X859,X85-Y09,"Assault
",X85,"Assault by drugs, medicaments and biological substances",Unspecified place
X86,X85-Y09,"Assault
",X86,Assault by corrosive substance,Assault by corrosive substance
X860,X85-Y09,"Assault
",X86,Assault by corrosive substance,Home
X861,X85-Y09,"Assault
",X86,Assault by corrosive substance,Residential institution
X862,X85-Y09,"Assault
",X86,Assault by corrosive substance,"School, other institution and public administrative area"
X863,X85-Y09,"Assault
",X86,Assault by corrosive substance,Sports and athletics area
X864,X85-Y09,"Assault
",X86,Assault by corrosive substance,Street and highway
X865,X85-Y09,"Assault
",X86,Assault by corrosive substance,Trade and service area
X866,X85-Y09,"Assault
",X86,Assault by corrosive substance,Industrial and construction area
X867,X85-Y09,"Assault
",X86,Assault by corrosive substance,Farm
X868,X85-Y09,"Assault
",X86,Assault by corrosive substance,Other specified place
X869,X85-Y09,"Assault
",X86,Assault by corrosive substance,Unspecified place
X87,X85-Y09,"Assault
",X87,Assault by pesticides,Assault by pesticides
X870,X85-Y09,"Assault
",X87,Assault by pesticides,Home
X871,X85-Y09,"Assault
",X87,Assault by pesticides,Residential institution
X872,X85-Y09,"Assault
",X87,Assault by pesticides,"School, other institution and public administrative area"
X873,X85-Y09,"Assault
",X87,Assault by pesticides,Sports and athletics area
X874,X85-Y09,"Assault
",X87,Assault by pesticides,Street and highway
X875,X85-Y09,"Assault
",X87,Assault by pesticides,Trade and service area
X876,X85-Y09,"Assault
",X87,Assault by pesticides,Industrial and construction area
X877,X85-Y09,"Assault
",X87,Assault by pesticides,Farm
X878,X85-Y09,"Assault
",X87,Assault by pesticides,Other specified place
X879,X85-Y09,"Assault
",X87,Assault by pesticides,Unspecified place
X88,X85-Y09,"Assault
",X88,Assault by gases and vapours,Assault by gases and vapours
X880,X85-Y09,"Assault
",X88,Assault by gases and vapours,Home
X881,X85-Y09,"Assault
",X88,Assault by gases and vapours,Residential institution
X882,X85-Y09,"Assault
",X88,Assault by gases and vapours,"School, other institution and public administrative area"
X883,X85-Y09,"Assault
",X88,Assault by gases and vapours,Sports and athletics area
X884,X85-Y09,"Assault
",X88,Assault by gases and vapours,Street and highway
X885,X85-Y09,"Assault
",X88,Assault by gases and vapours,Trade and service area
X886,X85-Y09,"Assault
",X88,Assault by gases and vapours,Industrial and construction area
X887,X85-Y09,"Assault
",X88,Assault by gases and vapours,Farm
X888,X85-Y09,"Assault
",X88,Assault by gases and vapours,Other specified place
X889,X85-Y09,"Assault
",X88,Assault by gases and vapours,Unspecified place
X89,X85-Y09,"Assault
",X89,Assault by other specified chemicals and noxious substances,Assault by other specified chemicals and noxious substances
X890,X85-Y09,"Assault
",X89,Assault by other specified chemicals and noxious substances,Home
X891,X85-Y09,"Assault
",X89,Assault by other specified chemicals and noxious substances,Residential institution
X892,X85-Y09,"Assault
",X89,Assault by other specified chemicals and noxious substances,"School, other institution and public administrative area"
X893,X85-Y09,"Assault
",X89,Assault by other specified chemicals and noxious substances,Sports and athletics area
X894,X85-Y09,"Assault
",X89,Assault by other specified chemicals and noxious substances,Street and highway
X895,X85-Y09,"Assault
",X89,Assault by other specified chemicals and noxious substances,Trade and service area
X896,X85-Y09,"Assault
",X89,Assault by other specified chemicals and noxious substances,Industrial and construction area
X897,X85-Y09,"Assault
",X89,Assault by other specified chemicals and noxious substances,Farm
X898,X85-Y09,"Assault
",X89,Assault by other specified chemicals and noxious substances,Other specified place
X899,X85-Y09,"Assault
",X89,Assault by other specified chemicals and noxious substances,Unspecified place
X90,X85-Y09,"Assault
",X90,Assault by unspecified chemical or noxious substance,Assault by unspecified chemical or noxious substance
X900,X85-Y09,"Assault
",X90,Assault by unspecified chemical or noxious substance,Home
X901,X85-Y09,"Assault
",X90,Assault by unspecified chemical or noxious substance,Residential institution
X902,X85-Y09,"Assault
",X90,Assault by unspecified chemical or noxious substance,"School, other institution and public administrative area"
X903,X85-Y09,"Assault
",X90,Assault by unspecified chemical or noxious substance,Sports and athletics area
X904,X85-Y09,"Assault
",X90,Assault by unspecified chemical or noxious substance,Street and highway
X905,X85-Y09,"Assault
",X90,Assault by unspecified chemical or noxious substance,Trade and service area
X906,X85-Y09,"Assault
",X90,Assault by unspecified chemical or noxious substance,Industrial and construction area
X907,X85-Y09,"Assault
",X90,Assault by unspecified chemical or noxious substance,Farm
X908,X85-Y09,"Assault
",X90,Assault by unspecified chemical or noxious substance,Other specified place
X909,X85-Y09,"Assault
",X90,Assault by unspecified chemical or noxious substance,Unspecified place
X91,X85-Y09,"Assault
",X91,"Assault by hanging, strangulation and suffocation","Assault by hanging, strangulation and suffocation"
X910,X85-Y09,"Assault
",X91,"Assault by hanging, strangulation and suffocation",Home
X911,X85-Y09,"Assault
",X91,"Assault by hanging, strangulation and suffocation",Residential institution
X912,X85-Y09,"Assault
",X91,"Assault by hanging, strangulation and suffocation","School, other institution and public administrative area"
X913,X85-Y09,"Assault
",X91,"Assault by hanging, strangulation and suffocation",Sports and athletics area
X914,X85-Y09,"Assault
",X91,"Assault by hanging, strangulation and suffocation",Street and highway
X915,X85-Y09,"Assault
",X91,"Assault by hanging, strangulation and suffocation",Trade and service area
X916,X85-Y09,"Assault
",X91,"Assault by hanging, strangulation and suffocation",Industrial and construction area
X917,X85-Y09,"Assault
",X91,"Assault by hanging, strangulation and suffocation",Farm
X918,X85-Y09,"Assault
",X91,"Assault by hanging, strangulation and suffocation",Other specified place
X919,X85-Y09,"Assault
",X91,"Assault by hanging, strangulation and suffocation",Unspecified place
X92,X85-Y09,"Assault
",X92,Assault by drowning and submersion,Assault by drowning and submersion
X920,X85-Y09,"Assault
",X92,Assault by drowning and submersion,Home
X921,X85-Y09,"Assault
",X92,Assault by drowning and submersion,Residential institution
X922,X85-Y09,"Assault
",X92,Assault by drowning and submersion,"School, other institution and public administrative area"
X923,X85-Y09,"Assault
",X92,Assault by drowning and submersion,Sports and athletics area
X924,X85-Y09,"Assault
",X92,Assault by drowning and submersion,Street and highway
X925,X85-Y09,"Assault
",X92,Assault by drowning and submersion,Trade and service area
X926,X85-Y09,"Assault
",X92,Assault by drowning and submersion,Industrial and construction area
X927,X85-Y09,"Assault
",X92,Assault by drowning and submersion,Farm
X928,X85-Y09,"Assault
",X92,Assault by drowning and submersion,Other specified place
X929,X85-Y09,"Assault
",X92,Assault by drowning and submersion,Unspecified place
X93,X85-Y09,"Assault
",X93,Assault by handgun discharge,Assault by handgun discharge
X930,X85-Y09,"Assault
",X93,Assault by handgun discharge,Home
X931,X85-Y09,"Assault
",X93,Assault by handgun discharge,Residential institution
X932,X85-Y09,"Assault
",X93,Assault by handgun discharge,"School, other institution and public administrative area"
X933,X85-Y09,"Assault
",X93,Assault by handgun discharge,Sports and athletics area
X934,X85-Y09,"Assault
",X93,Assault by handgun discharge,Street and highway
X935,X85-Y09,"Assault
",X93,Assault by handgun discharge,Trade and service area
X936,X85-Y09,"Assault
",X93,Assault by handgun discharge,Industrial and construction area
X937,X85-Y09,"Assault
",X93,Assault by handgun discharge,Farm
X938,X85-Y09,"Assault
",X93,Assault by handgun discharge,Other specified place
X939,X85-Y09,"Assault
",X93,Assault by handgun discharge,Unspecified place
X94,X85-Y09,"Assault
",X94,"Assault by rifle, shotgun and larger firearm discharge","Assault by rifle, shotgun and larger firearm discharge"
X940,X85-Y09,"Assault
",X94,"Assault by rifle, shotgun and larger firearm discharge",Home
X941,X85-Y09,"Assault
",X94,"Assault by rifle, shotgun and larger firearm discharge",Residential institution
X942,X85-Y09,"Assault
",X94,"Assault by rifle, shotgun and larger firearm discharge","School, other institution and public administrative area"
X943,X85-Y09,"Assault
",X94,"Assault by rifle, shotgun and larger firearm discharge",Sports and athletics area
X944,X85-Y09,"Assault
",X94,"Assault by rifle, shotgun and larger firearm discharge",Street and highway
X945,X85-Y09,"Assault
",X94,"Assault by rifle, shotgun and larger firearm discharge",Trade and service area
X946,X85-Y09,"Assault
",X94,"Assault by rifle, shotgun and larger firearm discharge",Industrial and construction area
X947,X85-Y09,"Assault
",X94,"Assault by rifle, shotgun and larger firearm discharge",Farm
X948,X85-Y09,"Assault
",X94,"Assault by rifle, shotgun and larger firearm discharge",Other specified place
X949,X85-Y09,"Assault
",X94,"Assault by rifle, shotgun and larger firearm discharge",Unspecified place
X95,X85-Y09,"Assault
",X95,Assault by other and unspecified firearm discharge,Assault by other and unspecified firearm discharge
X950,X85-Y09,"Assault
",X95,Assault by other and unspecified firearm discharge,Home
X951,X85-Y09,"Assault
",X95,Assault by other and unspecified firearm discharge,Residential institution
X952,X85-Y09,"Assault
",X95,Assault by other and unspecified firearm discharge,"School, other institution and public administrative area"
X953,X85-Y09,"Assault
",X95,Assault by other and unspecified firearm discharge,Sports and athletics area
X954,X85-Y09,"Assault
",X95,Assault by other and unspecified firearm discharge,Street and highway
X955,X85-Y09,"Assault
",X95,Assault by other and unspecified firearm discharge,Trade and service area
X956,X85-Y09,"Assault
",X95,Assault by other and unspecified firearm discharge,Industrial and construction area
X957,X85-Y09,"Assault
",X95,Assault by other and unspecified firearm discharge,Farm
X958,X85-Y09,"Assault
",X95,Assault by other and unspecified firearm discharge,Other specified place
X959,X85-Y09,"Assault
",X95,Assault by other and unspecified firearm discharge,Unspecified place
X96,X85-Y09,"Assault
",X96,Assault by explosive material,Assault by explosive material
X960,X85-Y09,"Assault
",X96,Assault by explosive material,Home
X961,X85-Y09,"Assault
",X96,Assault by explosive material,Residential institution
X962,X85-Y09,"Assault
",X96,Assault by explosive material,"School, other institution and public administrative area"
X963,X85-Y09,"Assault
",X96,Assault by explosive material,Sports and athletics area
X964,X85-Y09,"Assault
",X96,Assault by explosive material,Street and highway
X965,X85-Y09,"Assault
",X96,Assault by explosive material,Trade and service area
X966,X85-Y09,"Assault
",X96,Assault by explosive material,Industrial and construction area
X967,X85-Y09,"Assault
",X96,Assault by explosive material,Farm
X968,X85-Y09,"Assault
",X96,Assault by explosive material,Other specified place
X969,X85-Y09,"Assault
",X96,Assault by explosive material,Unspecified place
X97,X85-Y09,"Assault
",X97,"Assault by smoke, fire and flames","Assault by smoke, fire and flames"
X970,X85-Y09,"Assault
",X97,"Assault by smoke, fire and flames",Home
X971,X85-Y09,"Assault
",X97,"Assault by smoke, fire and flames",Residential institution
X972,X85-Y09,"Assault
",X97,"Assault by smoke, fire and flames","School, other institution and public administrative area"
X973,X85-Y09,"Assault
",X97,"Assault by smoke, fire and flames",Sports and athletics area
X974,X85-Y09,"Assault
",X97,"Assault by smoke, fire and flames",Street and highway
X975,X85-Y09,"Assault
",X97,"Assault by smoke, fire and flames",Trade and service area
X976,X85-Y09,"Assault
",X97,"Assault by smoke, fire and flames",Industrial and construction area
X977,X85-Y09,"Assault
",X97,"Assault by smoke, fire and flames",Farm
X978,X85-Y09,"Assault
",X97,"Assault by smoke, fire and flames",Other specified place
X979,X85-Y09,"Assault
",X97,"Assault by smoke, fire and flames",Unspecified place
X98,X85-Y09,"Assault
",X98,"Assault by steam, hot vapours and hot objects","Assault by steam, hot vapours and hot objects"
X980,X85-Y09,"Assault
",X98,"Assault by steam, hot vapours and hot objects",Home
X981,X85-Y09,"Assault
",X98,"Assault by steam, hot vapours and hot objects",Residential institution
X982,X85-Y09,"Assault
",X98,"Assault by steam, hot vapours and hot objects","School, other institution and public administrative area"
X983,X85-Y09,"Assault
",X98,"Assault by steam, hot vapours and hot objects",Sports and athletics area
X984,X85-Y09,"Assault
",X98,"Assault by steam, hot vapours and hot objects",Street and highway
X985,X85-Y09,"Assault
",X98,"Assault by steam, hot vapours and hot objects",Trade and service area
X986,X85-Y09,"Assault
",X98,"Assault by steam, hot vapours and hot objects",Industrial and construction area
X987,X85-Y09,"Assault
",X98,"Assault by steam, hot vapours and hot objects",Farm
X988,X85-Y09,"Assault
",X98,"Assault by steam, hot vapours and hot objects",Other specified place
X989,X85-Y09,"Assault
",X98,"Assault by steam, hot vapours and hot objects",Unspecified place
X99,X85-Y09,"Assault
",X99,Assault by sharp object,Assault by sharp object
X990,X85-Y09,"Assault
",X99,Assault by sharp object,Home
X991,X85-Y09,"Assault
",X99,Assault by sharp object,Residential institution
X992,X85-Y09,"Assault
",X99,Assault by sharp object,"School, other institution and public administrative area"
X993,X85-Y09,"Assault
",X99,Assault by sharp object,Sports and athletics area
X994,X85-Y09,"Assault
",X99,Assault by sharp object,Street and highway
X995,X85-Y09,"Assault
",X99,Assault by sharp object,Trade and service area
X996,X85-Y09,"Assault
",X99,Assault by sharp object,Industrial and construction area
X997,X85-Y09,"Assault
",X99,Assault by sharp object,Farm
X998,X85-Y09,"Assault
",X99,Assault by sharp object,Other specified place
X999,X85-Y09,"Assault
",X99,Assault by sharp object,Unspecified place
Y00,X85-Y09,"Assault
",Y00,Assault by blunt object,Assault by blunt object
Y000,X85-Y09,"Assault
",Y00,Assault by blunt object,Home
Y001,X85-Y09,"Assault
",Y00,Assault by blunt object,Residential institution
Y002,X85-Y09,"Assault
",Y00,Assault by blunt object,"School, other institution and public administrative area"
Y003,X85-Y09,"Assault
",Y00,Assault by blunt object,Sports and athletics area
Y004,X85-Y09,"Assault
",Y00,Assault by blunt object,Street and highway
Y005,X85-Y09,"Assault
",Y00,Assault by blunt object,Trade and service area
Y006,X85-Y09,"Assault
",Y00,Assault by blunt object,Industrial and construction area
Y007,X85-Y09,"Assault
",Y00,Assault by blunt object,Farm
Y008,X85-Y09,"Assault
",Y00,Assault by blunt object,Other specified place
Y009,X85-Y09,"Assault
",Y00,Assault by blunt object,Unspecified place
Y01,X85-Y09,"Assault
",Y01,Assault by pushing from high place,Assault by pushing from high place
Y010,X85-Y09,"Assault
",Y01,Assault by pushing from high place,Home
Y011,X85-Y09,"Assault
",Y01,Assault by pushing from high place,Residential institution
Y012,X85-Y09,"Assault
",Y01,Assault by pushing from high place,"School, other institution and public administrative area"
Y013,X85-Y09,"Assault
",Y01,Assault by pushing from high place,Sports and athletics area
Y014,X85-Y09,"Assault
",Y01,Assault by pushing from high place,Street and highway
Y015,X85-Y09,"Assault
",Y01,Assault by pushing from high place,Trade and service area
Y016,X85-Y09,"Assault
",Y01,Assault by pushing from high place,Industrial and construction area
Y017,X85-Y09,"Assault
",Y01,Assault by pushing from high place,Farm
Y018,X85-Y09,"Assault
",Y01,Assault by pushing from high place,Other specified place
Y019,X85-Y09,"Assault
",Y01,Assault by pushing from high place,Unspecified place
Y02,X85-Y09,"Assault
",Y02,Assault by pushing or placing victim before moving object,Assault by pushing or placing victim before moving object
Y020,X85-Y09,"Assault
",Y02,Assault by pushing or placing victim before moving object,Home
Y021,X85-Y09,"Assault
",Y02,Assault by pushing or placing victim before moving object,Residential institution
Y022,X85-Y09,"Assault
",Y02,Assault by pushing or placing victim before moving object,"School, other institution and public administrative area"
Y023,X85-Y09,"Assault
",Y02,Assault by pushing or placing victim before moving object,Sports and athletics area
Y024,X85-Y09,"Assault
",Y02,Assault by pushing or placing victim before moving object,Street and highway
Y025,X85-Y09,"Assault
",Y02,Assault by pushing or placing victim before moving object,Trade and service area
Y026,X85-Y09,"Assault
",Y02,Assault by pushing or placing victim before moving object,Industrial and construction area
Y027,X85-Y09,"Assault
",Y02,Assault by pushing or placing victim before moving object,Farm
Y028,X85-Y09,"Assault
",Y02,Assault by pushing or placing victim before moving object,Other specified place
Y029,X85-Y09,"Assault
",Y02,Assault by pushing or placing victim before moving object,Unspecified place
Y03,X85-Y09,"Assault
",Y03,Assault by crashing of motor vehicle,Assault by crashing of motor vehicle
Y030,X85-Y09,"Assault
",Y03,Assault by crashing of motor vehicle,Home
Y031,X85-Y09,"Assault
",Y03,Assault by crashing of motor vehicle,Residential institution
Y032,X85-Y09,"Assault
",Y03,Assault by crashing of motor vehicle,"School, other institution and public administrative area"
Y033,X85-Y09,"Assault
",Y03,Assault by crashing of motor vehicle,Sports and athletics area
Y034,X85-Y09,"Assault
",Y03,Assault by crashing of motor vehicle,Street and highway
Y035,X85-Y09,"Assault
",Y03,Assault by crashing of motor vehicle,Trade and service area
Y036,X85-Y09,"Assault
",Y03,Assault by crashing of motor vehicle,Industrial and construction area
Y037,X85-Y09,"Assault
",Y03,Assault by crashing of motor vehicle,Farm
Y038,X85-Y09,"Assault
",Y03,Assault by crashing of motor vehicle,Other specified place
Y039,X85-Y09,"Assault
",Y03,Assault by crashing of motor vehicle,Unspecified place
Y04,X85-Y09,"Assault
",Y04,Assault by bodily force,Assault by bodily force
Y040,X85-Y09,"Assault
",Y04,Assault by bodily force,Home
Y041,X85-Y09,"Assault
",Y04,Assault by bodily force,Residential institution
Y042,X85-Y09,"Assault
",Y04,Assault by bodily force,"School, other institution and public administrative area"
Y043,X85-Y09,"Assault
",Y04,Assault by bodily force,Sports and athletics area
Y044,X85-Y09,"Assault
",Y04,Assault by bodily force,Street and highway
Y045,X85-Y09,"Assault
",Y04,Assault by bodily force,Trade and service area
Y046,X85-Y09,"Assault
",Y04,Assault by bodily force,Industrial and construction area
Y047,X85-Y09,"Assault
",Y04,Assault by bodily force,Farm
Y048,X85-Y09,"Assault
",Y04,Assault by bodily force,Other specified place
Y049,X85-Y09,"Assault
",Y04,Assault by bodily force,Unspecified place
Y05,X85-Y09,"Assault
",Y05,Sexual assault by bodily force,Sexual assault by bodily force
Y050,X85-Y09,"Assault
",Y05,Sexual assault by bodily force,Home
Y051,X85-Y09,"Assault
",Y05,Sexual assault by bodily force,Residential institution
Y052,X85-Y09,"Assault
",Y05,Sexual assault by bodily force,"School, other institution and public administrative area"
Y053,X85-Y09,"Assault
",Y05,Sexual assault by bodily force,Sports and athletics area
Y054,X85-Y09,"Assault
",Y05,Sexual assault by bodily force,Street and highway
Y055,X85-Y09,"Assault
",Y05,Sexual assault by bodily force,Trade and service area
Y056,X85-Y09,"Assault
",Y05,Sexual assault by bodily force,Industrial and construction area
Y057,X85-Y09,"Assault
",Y05,Sexual assault by bodily force,Farm
Y058,X85-Y09,"Assault
",Y05,Sexual assault by bodily force,Other specified place
Y059,X85-Y09,"Assault
",Y05,Sexual assault by bodily force,Unspecified place
Y06,X85-Y09,"Assault
",Y06,Neglect and abandonment,Neglect and abandonment
Y060,X85-Y09,"Assault
",Y06,Neglect and abandonment,By spouse or partner
Y061,X85-Y09,"Assault
",Y06,Neglect and abandonment,By parent
Y062,X85-Y09,"Assault
",Y06,Neglect and abandonment,By acquaintance or friend
Y068,X85-Y09,"Assault
",Y06,Neglect and abandonment,By other specified persons
Y069,X85-Y09,"Assault
",Y06,Neglect and abandonment,By unspecified person
Y07,X85-Y09,"Assault
",Y07,Other maltreatment syndromes,Other maltreatment syndromes
Y070,X85-Y09,"Assault
",Y07,Other maltreatment syndromes,By spouse or partner
Y071,X85-Y09,"Assault
",Y07,Other maltreatment syndromes,By parent
Y072,X85-Y09,"Assault
",Y07,Other maltreatment syndromes,By acquaintance or friend
Y073,X85-Y09,"Assault
",Y07,Other maltreatment syndromes,By official authorities
Y078,X85-Y09,"Assault
",Y07,Other maltreatment syndromes,By other specified persons
Y079,X85-Y09,"Assault
",Y07,Other maltreatment syndromes,By unspecified person
Y08,X85-Y09,"Assault
",Y08,Assault by other specified means,Assault by other specified means
Y080,X85-Y09,"Assault
",Y08,Assault by other specified means,Home
Y081,X85-Y09,"Assault
",Y08,Assault by other specified means,Residential institution
Y082,X85-Y09,"Assault
",Y08,Assault by other specified means,"School, other institution and public administrative area"
Y083,X85-Y09,"Assault
",Y08,Assault by other specified means,Sports and athletics area
Y084,X85-Y09,"Assault
",Y08,Assault by other specified means,Street and highway
Y085,X85-Y09,"Assault
",Y08,Assault by other specified means,Trade and service area
Y086,X85-Y09,"Assault
",Y08,Assault by other specified means,Industrial and construction area
Y087,X85-Y09,"Assault
",Y08,Assault by other specified means,Farm
Y088,X85-Y09,"Assault
",Y08,Assault by other specified means,Other specified place
Y089,X85-Y09,"Assault
",Y08,Assault by other specified means,Unspecified place
Y09,X85-Y09,"Assault
",Y09,Assault by unspecified means,Assault by unspecified means
Y090,X85-Y09,"Assault
",Y09,Assault by unspecified means,Home
Y091,X85-Y09,"Assault
",Y09,Assault by unspecified means,Residential institution
Y092,X85-Y09,"Assault
",Y09,Assault by unspecified means,"School, other institution and public administrative area"
Y093,X85-Y09,"Assault
",Y09,Assault by unspecified means,Sports and athletics area
Y094,X85-Y09,"Assault
",Y09,Assault by unspecified means,Street and highway
Y095,X85-Y09,"Assault
",Y09,Assault by unspecified means,Trade and service area
Y096,X85-Y09,"Assault
",Y09,Assault by unspecified means,Industrial and construction area
Y097,X85-Y09,"Assault
",Y09,Assault by unspecified means,Farm
Y098,X85-Y09,"Assault
",Y09,Assault by unspecified means,Other specified place
Y099,X85-Y09,"Assault
",Y09,Assault by unspecified means,Unspecified place
Y10,Y10-Y34,"Event of undetermined intent
",Y10,"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent","Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent"
Y100,Y10-Y34,"Event of undetermined intent
",Y10,"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent",Home
Y101,Y10-Y34,"Event of undetermined intent
",Y10,"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent",Residential institution
Y102,Y10-Y34,"Event of undetermined intent
",Y10,"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent","School, other institution and public administrative area"
Y103,Y10-Y34,"Event of undetermined intent
",Y10,"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent",Sports and athletics area
Y104,Y10-Y34,"Event of undetermined intent
",Y10,"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent",Street and highway
Y105,Y10-Y34,"Event of undetermined intent
",Y10,"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent",Trade and service area
Y106,Y10-Y34,"Event of undetermined intent
",Y10,"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent",Industrial and construction area
